MASS	WIDTH	HEIGHT	COLOUR	FRUIT	FRUITLABEL
74.11243563538245	6.143627367968502	4.100609646452379	0.8090984347291709	mandarin	2
83.98291568158359	5.960583356538836	3.848759873164445	0.8033132936899982	mandarin	2
176.63081182358874	6.785976007531339	7.619426715083736	-0.2734438460998603	lemon	4
103.56500925846947	8.280055843487487	-4.80003934640731	0.7543042595728578	orange	3
199.03807066850624	6.208521692534742	19.054681356604014	0.7627936016733168	orange	3
86.16917966615783	6.078574735854454	5.509866543896134	0.7898103764135233	mandarin	2
83.42793343207359	6.0101056790807945	5.5624267780344026	0.7731113974287457	mandarin	2
180.47828321284186	7.697725577841198	8.136060897599396	0.8168339255429591	apple	1
83.94102336951904	6.058306638742127	4.6483961928604876	0.8016515687446291	mandarin	2
159.14201704815986	6.603384378090176	6.514503120960088	0.8301225135499335	apple	1
153.51906379083584	9.237401076097374	7.999987166203467	0.7554820341509749	apple	1
83.45504888748155	5.888880581463132	4.111230735678371	0.8089217105140699	mandarin	2
81.04640477773266	6.055643909321943	3.6864534614277265	0.8037261170752492	mandarin	2
76.85789021437337	5.901410797178451	4.318910039206265	0.8078775080482835	mandarin	2
141.49054383463576	8.489864571434827	-5.93836001934884	0.7543336533298282	orange	3
151.66372929734356	7.48840099545121	-4.579123161162062	0.7360294185715033	orange	3
84.82640656768031	5.924061524580884	5.719518780702295	0.7847253386328122	mandarin	2
179.81612855651417	9.130764694277104	6.198328760138014	0.6744940327621576	apple	1
76.73711731114437	5.891881378620499	5.11715032846973	0.8056403117922774	mandarin	2
80.13585236026869	6.008462935728868	5.1949343640701695	0.7769282836608257	mandarin	2
199.92467250288377	8.537312519764509	6.732914050231126	0.7425332493619494	apple	1
96.4785562643124	8.337694522180739	-10.096387215581721	0.8129574817324564	orange	3
261.0059358276242	5.302055769957313	24.21471815287189	0.7812155918695495	orange	3
167.62937921081084	7.329279091234922	6.724778358266911	0.7246858744268359	apple	1
158.44179372862064	6.940127659568288	6.95643641181166	0.5630870310228845	apple	1
181.51465847733758	6.884588543383966	7.15657306408952	0.8320877820406334	apple	1
184.4354872946002	6.819531378535399	7.8992490833176285	0.6114476289442717	lemon	4
176.34317761437399	7.602123087357852	7.688029713861324	0.5615583754358946	apple	1
101.58138258438329	7.702660978942704	-2.8707515159033186	0.7921494086935761	orange	3
78.97065264374424	5.961649266959025	5.334259684377932	0.7912044173621017	mandarin	2
143.583110952436	6.386065110168643	29.355586858637114	0.7366008437461309	orange	3
84.38336987322678	5.891059028134794	4.600233927823517	0.7919821089292771	mandarin	2
144.74213751630586	6.485033368560907	7.547888443008908	0.8682723825258474	apple	1
146.56401302570413	5.5279473053818435	9.019268290650679	1.0325943196435345	lemon	4
231.96551790459563	8.507332756195755	-2.4495323701494858	0.7524768032903625	orange	3
82.5772151116919	5.987014243763457	3.9452568726709676	0.7906993799201887	mandarin	2
160.34940002508282	6.207281320376653	8.843861861581988	1.555696950457961	lemon	4
95.22041896478709	5.695998849224136	13.458990828832672	0.7792730423138979	orange	3
173.46680605897924	8.709030409518906	6.982444820130809	0.8249039186120595	apple	1
154.12998751892982	5.829913132965699	11.755622310473946	0.7390523347938829	orange	3
154.9201206291877	6.601713563440424	6.899672440582306	0.6842494806296167	apple	1
84.06307110210098	6.0498952210092805	4.645361552288329	0.8074597634291946	mandarin	2
79.28239862624108	6.1912633149703655	4.60829607264046	0.7970323042937298	mandarin	2
161.80751016321608	7.919959580310202	7.409597230594063	0.7532518474166305	apple	1
167.65204864499628	6.4329683138970895	10.152987978046374	1.4745712243995839	lemon	4
72.08688895774533	7.741882882864797	17.571531425662187	0.7596924457170126	orange	3
74.73234400178562	6.035399248138204	4.666727859901236	0.7929256473550548	mandarin	2
54.735825985253044	7.269997131121347	-8.822731003276973	0.7404640898204098	orange	3
178.9218788624338	5.832202057423976	9.022067091792024	1.6297516506957204	lemon	4
175.26182744837587	6.883958531141371	8.116421979790642	0.7866050006025095	apple	1
86.00789348776047	6.153723804962909	3.6775465872856183	0.7842587411053918	mandarin	2
166.8218533604473	8.046919453795777	7.531682181406559	0.6973188904284594	apple	1
131.7040903487496	6.956281125229774	7.275140003043638	0.7974270322783787	orange	3
159.39892847386514	8.387232932676314	7.265783464299081	0.7391617128898437	apple	1
157.2038276027419	8.119976229825818	7.346669379446889	0.759447665162497	apple	1
223.96682465236128	6.729503615009642	-0.5391775924471558	0.78870016149077	orange	3
169.80071577459222	7.1823825581432015	7.088995975454734	0.7177073550015947	apple	1
114.73126224507533	5.990459608231775	-7.0459116319726895	0.7381653198842345	orange	3
75.7086257445641	5.931721826997106	4.3890896066174525	0.8000556565403278	mandarin	2
173.90408925875457	6.749537548128708	7.9336556325985175	0.8901997670410745	lemon	4
153.37001721364015	6.646414662287967	9.298601606271596	0.8691574187365305	lemon	4
161.3682011766667	6.285409002840169	-10.871517097641892	0.738804079563357	orange	3
153.77127705910533	8.143799839811773	7.310658717494768	0.7308662212583592	apple	1
132.51429811118237	5.742793534602035	17.652886537060724	0.763846654520707	orange	3
134.87695257764264	7.428204367214578	9.084321846959039	0.1869730015573544	lemon	4
177.8229062252478	7.0408492734695525	7.23242490989966	0.813453014447005	apple	1
180.3235922846217	7.567306117451009	3.205099135259678	0.7675310918708805	orange	3
75.79583486274764	6.065129118761151	4.64584258495956	0.7955556404424815	mandarin	2
165.2740571436725	7.413165339955196	7.233736663344208	0.6713631670609264	apple	1
81.82767399188663	5.9166760455878595	4.430068430014548	0.7887236281672935	mandarin	2
80.2510870932826	6.163179130954703	3.147341314775109	0.7998233552741002	mandarin	2
86.4276063108605	5.98364663417264	4.050738973035068	0.7787106958055253	mandarin	2
171.91043553282495	7.552307332818245	7.845788746447923	0.8128494626480511	apple	1
169.34815095699173	7.395686388883184	8.332760910724739	0.8156247390029356	apple	1
168.81052663790817	7.460557512783254	7.841531921619196	0.6520212995619249	apple	1
88.21810757122778	6.0021936034862	4.308582579155021	0.7961165502635409	mandarin	2
122.18487759249862	6.651475329304096	26.848613753632037	0.7704964697572804	orange	3
205.68345672552076	7.785365672905105	17.97714764092025	0.7482319954583123	orange	3
70.70967339853824	5.928891573782001	4.100484413786746	0.8019074209313075	mandarin	2
78.64289482734074	5.831601865783026	3.9469298884780426	0.7907437067840187	mandarin	2
122.09533874192135	6.721402205896914	7.627781141762391	1.7491617181902304	lemon	4
154.5871981736098	8.706807488788995	6.156314522221003	0.586412415408073	apple	1
189.75468987317038	5.937104938027821	8.88258730081835	1.0961924239856846	lemon	4
85.49465360742829	6.179157120775975	3.827437769443867	0.7792674685048775	mandarin	2
89.09076924224135	6.170227358001904	7.535423309072634	0.7489716819920871	orange	3
77.92014203724223	5.848713440042033	3.778321380063593	0.8006106405065989	mandarin	2
82.35792746584917	6.091002128345738	3.201257433048442	0.8037643849301499	mandarin	2
84.25955948478475	6.147640853706812	4.914491070174294	0.7870684903166205	mandarin	2
171.21381225697849	7.596590047854889	8.314938005418362	0.7636040460723957	apple	1
193.26700989566834	6.81949026975334	14.074145359291165	0.7950100973839208	orange	3
76.20515768455596	5.94429855883383	4.388889874964829	0.7963031246897695	mandarin	2
143.1418849235847	8.640464505371165	15.817553140394295	0.7823876194868331	orange	3
163.42904405916798	7.266171604111621	6.552664705121832	0.6242150899702046	apple	1
85.44455000910314	6.070671809079584	3.579881282052504	0.7970140428519328	mandarin	2
154.34676327884213	7.606761101800352	7.207818686969844	0.6774138465297254	apple	1
150.7713171501023	6.066748940050757	8.199512420714846	0.6540870861196115	lemon	4
164.22550729400885	7.938993176268361	10.345641804649304	0.01383867072405498	lemon	4
154.95230778779694	7.639731185120661	6.930463318988571	0.7586390016086137	apple	1
84.70275035686007	6.035658924577184	4.688163477443199	0.7948308706463211	mandarin	2
163.0622108223124	8.767966862906533	8.53432621755878	0.9304602064834091	apple	1
191.89664179105728	6.0896554156804195	9.792133407554036	0.7744374826272391	lemon	4
